gene	Z_rank
LCP1	4151
PDE4B	4152
GRAMD4	4153
TRAPPC8	4154
FBXL2	4155
ZZEF1	4156
PAK3	4157
RELL1	4158
CLEC14A	4159
RAB3GAP1	4160
UBE4A	4161
LYPD3	4162
CPSF7	4163
IER3	4164
HIST2H2BE	4165
PCDHGB6	4166
PRDX4	4167
SPEF1	4168
ECE1	4169
TMEM194A	4170
MIER1	4171
COQ4	4172
LPCAT2	4173
NEUROD1	4174
MXD4	4175
KLHL31	4176
RELN	4177
DRP2	4178
PSMD7	4179
KRT12	4180
CBLL1	4181
RASAL1	4182
MYH6	4183
IRX2	4184
CIR1	4185
RPS6	4186
DNAH10	4187
LSM14B	4188
PCDHB13	4189
USP12	4190
FLOT1	4191
MUC2	4192
SLC25A23	4193
CLVS2	4194
NR3C1	4195
DDX28	4196
USP14	4197
PCDHB5	4198
SSBP3	4199
TMPRSS13	4200
TDRD10	4201
PIK3C3	4202
KBTBD11	4203
CLK4	4204
AQP12A	4205
SCAP	4206
C1orf43	4207
SRSF7	4208
ZNF784	4209
HIST2H2AB	4210
ARMCX2	4211
ACSL1	4212
GMPPB	4213
HMG20B	4214
CDC123	4215
PRKAR2B	4216
RRP9	4217
CD19	4218
CREB5	4219
ITK	4220
MARCH5	4221
ZCCHC6	4222
SOWAHD	4223
FAM122A	4224
FGF13	4225
ACTL9	4226
RBM27	4227
C18orf56	4228
HIF1AN	4229
FAM47B	4230
TCF19	4231
LIN7B	4232
RCC1	4233
CXCR4	4234
SEC11C	4235
KIAA2022	4236
SLITRK2	4237
TMEM164	4238
PAFAH1B2	4239
ERBB4	4240
ATG5	4241
MOSPD3	4242
PTPMT1	4243
TBX6	4244
DAXX	4245
PCDHGB3	4246
PLEKHH1	4247
NT5C1B-RDH14	4248
SLC44A5	4249
DERL2	4250
TPX2	4251
MYL9	4252
RBM45	4253
ATP13A2	4254
ZNF287	4255
TAX1BP1	4256
GRIP1	4257
ACTL6A	4258
PPIE	4259
ME2	4260
RTN4RL1	4261
PRKACG	4262
PGLYRP2	4263
CCR7	4264
SCP2	4265
THBS2	4266
PAPL	4267
WNT2B	4268
PRPH2	4269
PREX2	4270
ZBTB48	4271
CNIH2	4272
HSD11B2	4273
ZDHHC22	4274
ZDHHC5	4275
GDPD1	4276
WDR77	4277
TRIM41	4278
PHF12	4279
TOPORS	4280
TFDP1	4281
FCGRT	4282
KDM4D	4283
FAM40A	4284
GRB10	4285
RPS10-NUDT3	4286
POTEG	4287
C22orf28	4288
GPR45	4289
ADH1C	4290
CBX8	4291
ME3	4292
QTRTD1	4293
C17orf102	4294
TTLL1	4295
DSP	4296
XCR1	4297
HOXB1	4298
P2RY2	4299
WDR19	4300
CACNA2D3	4301
SYVN1	4302
GPX5	4303
SYNGR3	4304
PRKAG1	4305
MNT	4306
YME1L1	4307
KCTD15	4308
SHKBP1	4309
ALOX5	4310
NDNL2	4311
BCL6B	4312
DACT3	4313
PRSS16	4314
DCAF15	4315
COCH	4316
KLRG2	4317
PCDHB8	4318
ATL3	4319
FUT8	4320
CD14	4321
HSD17B12	4322
MAP4K3	4323
MPO	4324
TNFRSF13C	4325
B3GALT2	4326
CDK18	4327
ALG5	4328
RANBP6	4329
G6PD	4330
NCOA1	4331
FIG4	4332
SUV420H1	4333
CPLX2	4334
PRKAB2	4335
CASP8AP2	4336
BCKDK	4337
OTUD6A	4338
MSX2	4339
MMP21	4340
LYPLA2	4341
ACVR1	4342
INTS9	4343
PRKRIR	4344
FUS	4345
ARHGEF6	4346
ZBTB5	4347
LDHD	4348
NAAA	4349
CDS1	4350
TMEM110	4351
SRD5A1	4352
SRSF12	4353
KCNQ1	4354
NKX3-1	4355
AMDHD2	4356
RAC3	4357
MED26	4358
MYH2	4359
C1orf52	4360
KIF18B	4361
UXS1	4362
ASNA1	4363
STK11	4364
MAFG	4365
BMP7	4366
EFNB2	4367
HINFP	4368
DNAJB14	4369
SLC4A1AP	4370
KIF1C	4371
TLX1	4372
PAF1	4373
ZBTB7B	4374
RAB33A	4375
C7orf26	4376
ERAS	4377
GREM1	4378
PPP6R3	4379
SPOCD1	4380
GALNT2	4381
ZNF81	4382
DCDC2	4383
NCAM2	4384
BZW1	4385
SLC33A1	4386
CNTD2	4387
DNAAF3	4388
NNT	4389
SLC5A10	4390
PRNP	4391
SPRY2	4392
GPR123	4393
CCR6	4394
PHF6	4395
RFX4	4396
MDK	4397
SBDS	4398
CLTB	4399
SYP	4400
TRIM43	4401
RNF141	4402
SP1	4403
BTBD1	4404
TBC1D13	4405
SORCS3	4406
HOMER1	4407
TMOD1	4408
PCDHGA6	4409
EIF2B1	4410
HLF	4411
SGSM1	4412
PIKFYVE	4413
MLLT3	4414
ZCCHC14	4415
THAP7	4416
TBC1D19	4417
WIPI2	4418
ARHGEF40	4419
SUPV3L1	4420
SALL4	4421
PSMB4	4422
MED15	4423
AS3MT	4424
SRCRB4D	4425
SPON1	4426
NDEL1	4427
DPPA5	4428
C1orf96	4429
N4BP2L1	4430
TOX4	4431
KIFC1	4432
CLPB	4433
OSBPL9	4434
VASP	4435
ZC3H12C	4436
UNC5C	4437
NOV	4438
PLEKHA2	4439
SLC19A1	4440
PGAP1	4441
USE1	4442
HIGD2A	4443
BMPR1A	4444
ZNF583	4445
TBP	4446
XPOT	4447
BAI3	4448
PHTF2	4449
ARHGEF26	4450
ASB1	4451
DUSP4	4452
UBQLN2	4453
RHOBTB3	4454
PSMA2	4455
SLC25A42	4456
HIST1H2BK	4457
ZNF24	4458
EBNA1BP2	4459
PTDSS1	4460
B4GALT6	4461
C9orf40	4462
KIRREL2	4463
CHST11	4464
UBAC2	4465
PIH1D1	4466
DDX50	4467
RASL11B	4468
DDX5	4469
DDAH2	4470
ACTR1B	4471
SLC39A14	4472
CCNI2	4473
SMG7	4474
SMG9	4475
TYRO3	4476
SSTR4	4477
PPM1D	4478
ATXN7L2	4479
SORBS2	4480
MTMR2	4481
SLC6A3	4482
TECTA	4483
ORAI2	4484
TMEM231	4485
YWHAH	4486
RCOR2	4487
SEMA4A	4488
SYNPO2L	4489
CCT5	4490
PAK7	4491
RC3H2	4492
NKAPL	4493
SMOX	4494
TBX21	4495
HEY1	4496
FAM105B	4497
SLC16A1	4498
EXOC2	4499
PFN3	4500
LIG1	4501
NPR1	4502
FOLH1	4503
SFRP1	4504
NDUFS7	4505
ZKSCAN1	4506
BCL2L2	4507
TH1L	4508
ZDHHC3	4509
LRRC16B	4510
TDP2	4511
PYY	4512
ZNF467	4513
NRG3	4514
CUL4A	4515
PTK2	4516
DNAJC9	4517
GLIS2	4518
CDH1	4519
TOMM20L	4520
PROC	4521
MTMR14	4522
CC2D1A	4523
PPIL1	4524
RNF19A	4525
CRLF1	4526
MRM1	4527
LATS1	4528
ATAT1	4529
FLOT2	4530
SFMBT2	4531
DNAJC2	4532
ARAP1	4533
CERS5	4534
TMEM55A	4535
PRIC285	4536
TTN	4537
SLC13A3	4538
GP6	4539
EED	4540
C10orf2	4541
CCNC	4542
BCL2L10	4543
PCDHB4	4544
SYT5	4545
SCAF4	4546
HIST2H2BF	4547
USP32	4548
FAM78A	4549
MRPS25	4550
LRRC36	4551
NCALD	4552
ATRNL1	4553
GJD2	4554
YSK4	4555
DIAPH1	4556
AGPAT4	4557
FLCN	4558
RAP1GAP	4559
CSRNP3	4560
CLK1	4561
TMEM115	4562
WDR59	4563
RSRC2	4564
SAP30BP	4565
S1PR3	4566
ELOVL1	4567
GBAS	4568
TRIM32	4569
HSPD1	4570
CNOT7	4571
DIAPH3	4572
HIST1H2BN	4573
PORCN	4574
BCL6	4575
ABHD11	4576
FLI1	4577
KIN	4578
PRR18	4579
ECHDC1	4580
ZBTB33	4581
GPR64	4582
NUDT8	4583
RND3	4584
MRPL17	4585
NXPH2	4586
RPRML	4587
USP35	4588
KIAA1147	4589
TKT	4590
SLC13A4	4591
ZNF263	4592
FAM179B	4593
MYB	4594
ESRRB	4595
COPS3	4596
AP3B1	4597
LPPR2	4598
SFRP5	4599
RBBP6	4600
NCOA2	4601
ATF1	4602
LIN7A	4603
ERGIC3	4604
SLC6A5	4605
ATP8B2	4606
SYT2	4607
ZNF441	4608
GPR52	4609
CACNB3	4610
C14orf93	4611
SYCN	4612
HIST1H4E	4613
DEAF1	4614
CASC3	4615
PRKAR1B	4616
VENTX	4617
SLC40A1	4618
ELMO3	4619
PSMB5	4620
CBR1	4621
KCTD2	4622
A2M	4623
AURKA	4624
C19orf44	4625
WSCD2	4626
ELK1	4627
PCDHA3	4628
ZDHHC8	4629
CTSK	4630
ATP1B3	4631
EPT1	4632
FBXO45	4633
KLHL32	4634
RRAGC	4635
TRIP13	4636
UHMK1	4637
AWAT2	4638
GPR149	4639
FAM55D	4640
FGF9	4641
RGS12	4642
LETM1	4643
RNF213	4644
FAM100B	4645
PPP1R3F	4646
ZNF624	4647
HPD	4648
KIF13B	4649
POLR3E	4650
RNF144A	4651
GLI2	4652
MEF2D	4653
FKBP4	4654
ANAPC4	4655
SIDT2	4656
SEC63	4657
FAM160B1	4658
PSD	4659
SLC25A2	4660
PPRC1	4661
SLC7A6OS	4662
NVL	4663
RFX7	4664
ARRB2	4665
NETO1	4666
ZNF133	4667
DUOXA2	4668
FERD3L	4669
C17orf39	4670
TCFL5	4671
GLUD2	4672
EPRS	4673
HEY2	4674
SLC46A2	4675
GIPR	4676
USP8	4677
MLH1	4678
TRIM4	4679
MDM2	4680
ALDH18A1	4681
FRG2B	4682
DMTF1	4683
COL4A6	4684
MLLT4	4685
ZBTB26	4686
C7orf41	4687
WDR7	4688
C1orf106	4689
PSMA4	4690
C1QTNF8	4691
C6orf25	4692
BEND2	4693
SLC5A6	4694
FRMD5	4695
IDH3A	4696
SAMD8	4697
FBXO10	4698
TCTN1	4699
STC1	4700
YLPM1	4701
CD40	4702
FAXC	4703
ABI1	4704
CCDC86	4705
SUDS3	4706
FAM19A5	4707
TMEM30A	4708
EDNRB	4709
NAF1	4710
USF2	4711
DACT1	4712
GSG2	4713
PIGR	4714
CCDC59	4715
MCOLN1	4716
PLD5	4717
MIOS	4718
METAP1	4719
TRMT2B	4720
TIMM50	4721
DIRC2	4722
SKP2	4723
RTN1	4724
ADO	4725
RPL18A	4726
SFN	4727
TECPR2	4728
H2AFY2	4729
C10orf46	4730
MAP3K13	4731
SASH1	4732
FHL2	4733
TINAGL1	4734
FNBP4	4735
ETS2	4736
HOXD13	4737
PRKG1	4738
TRPV4	4739
AQP2	4740
NFASC	4741
EIF5	4742
OCLN	4743
WASF2	4744
EXOC6B	4745
UMPS	4746
PLEKHA8	4747
SLC23A1	4748
RHOT1	4749
CDK7	4750
SRSF6	4751
MYCL1	4752
FIS1	4753
LRP2	4754
ZNF703	4755
IFI6	4756
PHYHIPL	4757
SEMA7A	4758
FAM174A	4759
PTCH1	4760
TGIF2LY	4761
TBC1D20	4762
NAGLU	4763
SLC35A2	4764
ITGB2	4765
PTGDS	4766
MORF4L1	4767
LEF1	4768
A1CF	4769
RAB6C	4770
GALNT7	4771
ANGPT1	4772
NT5C1B	4773
PPM1J	4774
SLC41A1	4775
BMP6	4776
FGF23	4777
MALT1	4778
CALB2	4779
SAMD4A	4780
CTDSPL2	4781
SLC26A8	4782
MKNK1	4783
P2RY10	4784
SLC22A6	4785
FOXK1	4786
CTSS	4787
ARMCX3	4788
TRPM6	4789
CHAF1A	4790
PRKCI	4791
ROBO1	4792
HSPA12A	4793
CYBRD1	4794
SLC9A8	4795
SNX17	4796
PTGES2	4797
TEF	4798
SNCAIP	4799
ICMT	4800
C1QTNF3	4801
STEAP4	4802
HOXA2	4803
APBB2	4804
MAPK9	4805
EXOSC10	4806
LACTB	4807
REST	4808
CBLB	4809
POU4F3	4810
TPST2	4811
ZNF664	4812
PAN3	4813
SH3KBP1	4814
LSM14A	4815
ZNF32	4816
NR1D1	4817
FEN1	4818
TMED7-TICAM2	4819
C9orf163	4820
CYP26B1	4821
HSPA9	4822
LMBRD2	4823
ACVRL1	4824
IL23R	4825
SUPT3H	4826
ISG20L2	4827
PXMP4	4828
BCS1L	4829
TNNC1	4830
MAPKAP1	4831
GLB1	4832
IGF2BP3	4833
PDE8A	4834
FAM50A	4835
DYRK3	4836
CA8	4837
ZFP91	4838
YOD1	4839
ADORA2A	4840
SRPK1	4841
PAK4	4842
PTPN14	4843
EMX2	4844
TSEN34	4845
EOMES	4846
BCL2L2-PABPN1	4847
SULT4A1	4848
MTMR3	4849
SARM1	4850
C11orf84	4851
PRRX1	4852
RRM2	4853
SREBF1	4854
ZNF184	4855
GDI2	4856
ZNF304	4857
CCDC62	4858
GARNL3	4859
RPL4	4860
TYK2	4861
SIK2	4862
LRRC25	4863
ARMCX1	4864
USP20	4865
CDC34	4866
DACH1	4867
PI16	4868
TIMM13	4869
MYO5C	4870
TRAM2	4871
TRAF2	4872
ASPHD1	4873
KIRREL	4874
SGTA	4875
INTS1	4876
CTDSP2	4877
VCX3B	4878
APOA5	4879
STOX2	4880
MED1	4881
NCEH1	4882
EPHA10	4883
ABHD2	4884
KPRP	4885
SLC18A2	4886
PARVA	4887
CCDC130	4888
SYDE2	4889
NETO2	4890
EPS8L1	4891
KLHL6	4892
ASIC4	4893
THSD1	4894
LRFN4	4895
PDGFRA	4896
C11orf30	4897
HOXA11	4898
PCDHGA1	4899
KIAA0226	4900
MB21D2	4901
KCNIP2	4902
ENO1	4903
ANKRD9	4904
VSNL1	4905
RUNDC1	4906
VKORC1	4907
KL	4908
SLC22A3	4909
GPCPD1	4910
MAP3K4	4911
FAM81A	4912
PCBP3	4913
ARHGAP5	4914
SCYL1	4915
LIMS1	4916
PHACTR2	4917
PSME2	4918
DRAM1	4919
CSPG5	4920
SMTN	4921
WASF3	4922
SORCS1	4923
FMNL2	4924
PVRL4	4925
EHD2	4926
DCAF13	4927
CPM	4928
PCDHA13	4929
SEC24B	4930
SIGLEC15	4931
ERG	4932
ZNF473	4933
ZFP90	4934
B3GALT1	4935
ACSL5	4936
FBXW10	4937
EDEM2	4938
UCHL1	4939
RBM22	4940
GLYCTK	4941
ARVCF	4942
FRMD7	4943
HOXD4	4944
TGFB1I1	4945
CD81	4946
ZNF317	4947
ZNF639	4948
FOXE3	4949
NT5E	4950
C3orf75	4951
SLC15A4	4952
FERMT3	4953
SMO	4954
QPCTL	4955
NYX	4956
STXBP5L	4957
HOXB9	4958
WDR45	4959
GSC2	4960
HBZ	4961
DRD2	4962
CDCA7	4963
ATP11B	4964
CXCL6	4965
FAM113B	4966
CENPI	4967
IL1RAPL2	4968
RSF1	4969
SDF4	4970
CTDSPL	4971
ZBTB40	4972
IGF1	4973
CCDC87	4974
CRELD1	4975
KLHDC7B	4976
HRH1	4977
MTHFR	4978
PDHB	4979
RABGGTB	4980
HEXB	4981
ZSCAN18	4982
ARPC1A	4983
PGM2L1	4984
ZNF296	4985
ITGA1	4986
CSRNP2	4987
QRFPR	4988
CACNA1F	4989
ABCB1	4990
SH2B2	4991
SH3PXD2B	4992
HTRA1	4993
ACSF2	4994
NLRC5	4995
GRIK4	4996
CLPP	4997
ZCCHC11	4998
GFRA1	4999
RNASEH2A	5000
IKZF3	5001
TFEB	5002
CHRDL1	5003
MCF2L	5004
UBE2J2	5005
FRMD3	5006
PTGDR	5007
RASAL3	5008
SUFU	5009
KANSL2	5010
CYP1B1	5011
EIF4H	5012
ZBTB24	5013
RAB40B	5014
HOXD11	5015
RASGRP2	5016
STOM	5017
SLC22A15	5018
TBC1D10A	5019
EEFSEC	5020
DLG5	5021
DDX27	5022
PPP6C	5023
ARMC1	5024
CALN1	5025
NTRK3	5026
GPM6A	5027
SET	5028
ERCC6L	5029
TP53BP2	5030
WAS	5031
ZBTB32	5032
GRWD1	5033
ZDHHC13	5034
FBN2	5035
TDRD5	5036
LRRC3	5037
ZNF498	5038
TWIST1	5039
NAV2	5040
YPEL3	5041
KCNMB3	5042
EPHA2	5043
FGF10	5044
ZNF365	5045
GHSR	5046
C17orf49	5047
ACADS	5048
FAM175B	5049
VRTN	5050
TMEM56	5051
SH3BP4	5052
ZBTB3	5053
SGPP1	5054
GARS	5055
CAMK1	5056
ENOX1	5057
HBEGF	5058
KCNH8	5059
MYBPC2	5060
TRIM72	5061
FNTB	5062
RPS16	5063
LMO1	5064
MSGN1	5065
UCK1	5066
ACSL4	5067
CCT6A	5068
LONRF3	5069
ZNF420	5070
ATP6V1B2	5071
TRAPPC9	5072
ALDH1A3	5073
OS9	5074
PLXDC2	5075
GPAA1	5076
PDP1	5077
RGS7BP	5078
TUSC3	5079
EML2	5080
FAM100A	5081
PDZD7	5082
PHF10	5083
MTHFD2	5084
NXF1	5085
PAPPA	5086
MED17	5087
FAM192A	5088
OSBPL7	5089
INPP1	5090
POLR2C	5091
MAN1A1	5092
ILDR2	5093
ST13	5094
MAF1	5095
ATF6B	5096
C19orf66	5097
TMEM11	5098
GPATCH8	5099
C6orf106	5100
ZNF394	5101
PQLC2	5102
SSSCA1	5103
ZNF705A	5104
UQCRC1	5105
SNX14	5106
ENTPD7	5107
R3HDM1	5108
DLK1	5109
PARP1	5110
IFRD1	5111
THSD7B	5112
CMAS	5113
LIN28B	5114
ZNF382	5115
TGFBRAP1	5116
BZW2	5117
RND1	5118
FAM124A	5119
ATXN1	5120
ZFP36	5121
GAD2	5122
ZNF454	5123
PLEC	5124
ATP11A	5125
CHORDC1	5126
RBP3	5127
ZNF267	5128
SLC30A10	5129
PDE1B	5130
MESP1	5131
ZNF311	5132
STK3	5133
ANKRD10	5134
C9orf24	5135
CEP89	5136
AP3M1	5137
FBXO3	5138
H1FX	5139
CERS2	5140
NLGN1	5141
IL17D	5142
HOXA9	5143
MSH5	5144
AUP1	5145
IPPK	5146
ENTPD5	5147
AQP12B	5148
SSR4	5149
ZRANB2	5150
SLC3A2	5151
C16orf86	5152
ZC3HAV1	5153
ARID2	5154
MKX	5155
VMP1	5156
PPP1R12A	5157
TERF2IP	5158
IGFBP4	5159
ARID4A	5160
MCM5	5161
HOXA6	5162
ADORA2B	5163
TUBGCP2	5164
ZNF143	5165
SEC62	5166
LPCAT4	5167
ETV5	5168
WHSC2	5169
HSPA6	5170
ZNF202	5171
TGOLN2	5172
UBXN4	5173
TNFRSF1B	5174
FAM92A1	5175
ELAC2	5176
ADRA1B	5177
ITGA2	5178
SLC38A10	5179
CCNB1	5180
ZNF836	5181
KRT36	5182
SEH1L	5183
CADM2	5184
SLC9A3	5185
DMC1	5186
GALR1	5187
WAPAL	5188
TMEM41B	5189
COL4A4	5190
USF1	5191
PABPC5	5192
PGAM1	5193
APOE	5194
HIST1H2AL	5195
INPP5B	5196
NDST3	5197
SHOX	5198
C1orf65	5199
ODF2	5200
SNX21	5201
EID3	5202
BMX	5203
RG9MTD1	5204
FARP1	5205
WDR55	5206
SLC39A10	5207
SGK1	5208
GPR22	5209
OMG	5210
ATXN7L3	5211
LOXL1	5212
SLC12A9	5213
ADRA1A	5214
CCNB3	5215
GPR108	5216
DOK1	5217
GTF2E1	5218
TTC39C	5219
ATG3	5220
ZDHHC24	5221
KIAA0317	5222
FIGNL2	5223
HMGXB4	5224
DNAJC30	5225
SIGIRR	5226
TIMM23	5227
HNF1A	5228
HNF4A	5229
GPD1L	5230
ABCF2	5231
RHPN2	5232
IL1R1	5233
RBFOX1	5234
C15orf59	5235
NCOR2	5236
PRLR	5237
SLC10A3	5238
SCRIB	5239
TP53	5240
PTK7	5241
CNTNAP5	5242
B4GALT3	5243
TNFRSF11A	5244
HYAL1	5245
SPRED2	5246
FHL1	5247
CAP2	5248
TNRC6C	5249
C19orf35	5250
EIF3F	5251
PPME1	5252
C3orf70	5253
SLC30A9	5254
KIAA1644	5255
REEP2	5256
NT5C1A	5257
EIF3H	5258
KCTD4	5259
TUBA3D	5260
KCNK1	5261
SNAI2	5262
ABAT	5263
CDCP1	5264
VASN	5265
NPHP1	5266
BTNL9	5267
RASA2	5268
FAM57B	5269
ZNF581	5270
FSTL3	5271
FANCG	5272
FCGR1A	5273
HP1BP3	5274
SULF2	5275
ATOH1	5276
PPAP2B	5277
CIRBP	5278
CCDC106	5279
AMFR	5280
DLX4	5281
MPPED2	5282
CCNJ	5283
DDX54	5284
COQ10B	5285
HIST1H4I	5286
PUS7	5287
SIPA1L2	5288
BTLA	5289
KHNYN	5290
NLRC4	5291
PPIG	5292
PRKACB	5293
CPNE2	5294
GSTT1	5295
FBXW2	5296
PAFAH1B3	5297
PPM1N	5298
ITGB4	5299
POP7	5300
PGRMC1	5301
STAC3	5302
CRIM1	5303
ALPP	5304
C2	5305
MMRN2	5306
PKDREJ	5307
RABAC1	5308
MAPK7	5309
SLC16A9	5310
ARID4B	5311
ZEB1	5312
HSD17B8	5313
IFITM3	5314
RGS20	5315
FES	5316
GAS2	5317
PPP1R14C	5318
TRIM67	5319
NES	5320
LZTR1	5321
IL6R	5322
CLEC16A	5323
RASL11A	5324
ACTR8	5325
C19orf73	5326
TAP2	5327
MYD88	5328
OR12D2	5329
ASTN1	5330
ZBTB1	5331
TRMT1	5332
C1QB	5333
KLK4	5334
CDH7	5335
CRNKL1	5336
ADCYAP1	5337
NFKBIA	5338
GLCE	5339
KISS1	5340
SERINC5	5341
PYDC1	5342
MOB2	5343
NOTUM	5344
MTR	5345
NANOS1	5346
GPR63	5347
KLF12	5348
GPR98	5349
AQP1	5350
LRRC4C	5351
MET	5352
YPEL1	5353
IKBKE	5354
PTH2	5355
HTR1F	5356
C19orf26	5357
TRO	5358
ZNF428	5359
OPHN1	5360
AP3M2	5361
PPWD1	5362
GIPC1	5363
VDAC2	5364
MEX3C	5365
WDR20	5366
ZBTB44	5367
TRMT2A	5368
POLM	5369
AGTPBP1	5370
C12orf4	5371
ILK	5372
CDK4	5373
IRX4	5374
DTX2	5375
LYG2	5376
GTF2H1	5377
GPRIN1	5378
ENDOD1	5379
NPRL2	5380
ENOPH1	5381
FAT4	5382
MMP14	5383
RNF214	5384
MAP1LC3A	5385
MAP3K2	5386
RNF114	5387
UGCG	5388
TTLL4	5389
COPS7B	5390
TAS2R40	5391
TBL1X	5392
CANX	5393
EDEM1	5394
SAMD9L	5395
TGFBR3	5396
SPATA5L1	5397
ISG20	5398
ATAD5	5399
SPINK5	5400
FGFR2	5401
TRIM45	5402
SAYSD1	5403
MKRN1	5404
ZNF512B	5405
CANT1	5406
COL4A5	5407
CORO1C	5408
PSEN1	5409
RHBDL3	5410
HTR5A	5411
TTLL11	5412
R3HDM2	5413
ANXA2R	5414
DUSP1	5415
CD28	5416
PCID2	5417
CDCA5	5418
CCDC94	5419
TNFRSF25	5420
EFNA3	5421
IMPDH1	5422
SYN3	5423
ZNF140	5424
ZNF687	5425
MORC4	5426
GSG1L	5427
SACM1L	5428
FTHL17	5429
WDR6	5430
PIK3C2B	5431
C5	5432
DPM1	5433
SLC30A3	5434
PPAPDC3	5435
FAM83D	5436
STIL	5437
SLC35A3	5438
ST3GAL3	5439
MEGF6	5440
NBR1	5441
SLC41A2	5442
POLR3F	5443
SENP6	5444
MRFAP1	5445
ARL16	5446
MUC5B	5447
ADRBK2	5448
ATF7	5449
HCN3	5450
GRK5	5451
CCDC88C	5452
TAB3	5453
CLEC3B	5454
PDX1	5455
SLITRK4	5456
ZNF786	5457
CCZ1	5458
ZNF608	5459
C12orf12	5460
ZKSCAN5	5461
DBT	5462
C17orf63	5463
GPR135	5464
ZNF526	5465
MED9	5466
RASSF5	5467
POMGNT1	5468
C6orf120	5469
NUDT10	5470
RUNX2	5471
TEX2	5472
PDXP	5473
OR9Q2	5474
XYLT2	5475
ATP10A	5476
FAM76B	5477
NFE2L1	5478
SLC17A1	5479
GDPD2	5480
JPH3	5481
LPAR1	5482
MTX1	5483
CRY1	5484
NAPA	5485
BTBD6	5486
SH3GL1	5487
DNA2	5488
G6PC3	5489
KCNK10	5490
PRKAB1	5491
RWDD2A	5492
LGR4	5493
ATXN2	5494
UBE2G2	5495
TCP11	5496
USP43	5497
HIST1H4D	5498
NEUROD6	5499
DOCK10	5500
SLC25A44	5501
DGKE	5502
AMOTL1	5503
VPS13A	5504
AKAP1	5505
ANGPTL2	5506
TP53INP2	5507
WDR88	5508
ELOVL6	5509
MYOZ3	5510
KIAA1279	5511
ZDHHC6	5512
MAN2B1	5513
MTMR12	5514
ULK2	5515
TINF2	5516
C17orf28	5517
MMP24	5518
NKX6-3	5519
DCC	5520
RPUSD4	5521
SIRT1	5522
SESTD1	5523
TSPAN33	5524
PNCK	5525
YIPF3	5526
CDIPT	5527
ADAMTS2	5528
C11orf87	5529
ARPC1B	5530
THBS3	5531
HCRTR2	5532
LY75-CD302	5533
PPOX	5534
LYPD1	5535
FAM76A	5536
PAIP1	5537
ORAI3	5538
SIX5	5539
L3MBTL3	5540
PLAUR	5541
PCGF2	5542
ATOH7	5543
STXBP2	5544
DCN	5545
DMXL2	5546
CXorf59	5547
GPR101	5548
MYOF	5549
PRKRA	5550
ESRP2	5551
GRIN3A	5552
GABRR1	5553
IL1RAP	5554
IPCEF1	5555
C12orf53	5556
PAPOLG	5557
ARTN	5558
CCR1	5559
TNFAIP3	5560
SYCE2	5561
FIGN	5562
IARS2	5563
LPHN2	5564
MED29	5565
DCUN1D5	5566
CDKL3	5567
MPP3	5568
FTH1	5569
DAB1	5570
PAQR8	5571
SYT11	5572
ANKRD13D	5573
KCND1	5574
SH3RF1	5575
MOB3C	5576
C16orf53	5577
ARHGAP4	5578
OBSL1	5579
FGD3	5580
FAM19A3	5581
KANSL1L	5582
RSBN1L	5583
OLIG3	5584
ZKSCAN3	5585
CPOX	5586
ZBTB11	5587
HTR2C	5588
DENND2A	5589
PSMB6	5590
HOXC11	5591
CAMK4	5592
KCNJ5	5593
TMEM5	5594
KIAA0319L	5595
DCUN1D1	5596
HIST4H4	5597
HIF1A	5598
CPS1	5599
GIGYF1	5600
KMO	5601
CTNND1	5602
SLAMF6	5603
NFIL3	5604
TTPAL	5605
DPH5	5606
PHLDA2	5607
TP53BP1	5608
MAT1A	5609
ANGPTL6	5610
DIXDC1	5611
XYLT1	5612
PTCHD4	5613
SAP18	5614
ARL4D	5615
PRADC1	5616
KIAA1614	5617
CADPS2	5618
SLC4A1	5619
EVI5	5620
CNOT6	5621
PNISR	5622
POMC	5623
RGS6	5624
ECH1	5625
MAML3	5626
FILIP1	5627
ST3GAL4	5628
KCNIP4	5629
TADA2A	5630
STMN4	5631
RRP1B	5632
MTDH	5633
GAB3	5634
GPR173	5635
SLC16A6	5636
MC5R	5637
SPO11	5638
TNFRSF10C	5639
RAB5C	5640
TBC1D16	5641
NUDT16	5642
EHBP1	5643
ERC2	5644
KIAA0196	5645
CDC42BPG	5646
ZNF326	5647
HPCAL4	5648
EPHA7	5649
MBD3	5650
CHGA	5651
ZNF823	5652
FNDC1	5653
SIM2	5654
RPS19	5655
ZNF335	5656
CLIP1	5657
TSPAN5	5658
EFTUD1	5659
PRICKLE4	5660
SLC25A15	5661
LPGAT1	5662
GK5	5663
PXDC1	5664
C2orf42	5665
C2CD2	5666
RASSF10	5667
PCDHGA5	5668
TCEB2	5669
FBXO9	5670
EI24	5671
FUT11	5672
TIA1	5673
TPD52L2	5674
MYO1B	5675
PUS1	5676
AURKC	5677
FBXO32	5678
SUGP2	5679
TUBGCP5	5680
NME1-NME2	5681
SENP2	5682
VPS28	5683
C7orf63	5684
DYNC1LI2	5685
NRN1	5686
NOXO1	5687
MBD5	5688
KCNIP1	5689
ARHGEF3	5690
UBA5	5691
CXorf38	5692
ZNF425	5693
MAPKBP1	5694
FBXO33	5695
SLC39A8	5696
NEK4	5697
BRIP1	5698
RASGRP3	5699
SULT2B1	5700
KIAA1958	5701
RGMB	5702
SMARCAL1	5703
ZNF98	5704
CTLA4	5705
TMEM104	5706
