gene	Z_rank
SPIRE1	8312
DNAJA4	8313
RAB33B	8314
FAM118A	8315
OSBPL3	8316
DHRS13	8317
TIPARP	8318
C2orf89	8319
CDYL2	8320
SLC2A11	8321
PDAP1	8322
C20orf111	8323
ALDH2	8324
ALDOA	8325
WDR66	8326
ADAM15	8327
PPP3R2	8328
PALLD	8329
SYT14	8330
HIP1	8331
FRG1	8332
MFAP3	8333
CREB3L1	8334
OTOP2	8335
DUOXA1	8336
PRR14	8337
APOLD1	8338
LEMD3	8339
FAM58BP	8340
MS4A15	8341
NFKBIB	8342
OTX2	8343
GPER	8344
STAM2	8345
CD55	8346
THG1L	8347
SLC38A9	8348
INPP5J	8349
IQGAP2	8350
TRIM29	8351
SLC17A2	8352
OPN3	8353
ZNF692	8354
SIAH3	8355
RNF152	8356
NEU4	8357
SMC2	8358
PTPLAD1	8359
VDAC3	8360
DCLRE1C	8361
TMPRSS2	8362
NDUFS6	8363
CCDC50	8364
GGTLC2	8365
PGAP2	8366
DSE	8367
LGI3	8368
LGALS8	8369
PPP1R9A	8370
TFG	8371
HSDL1	8372
PHKG2	8373
TRNAU1AP	8374
TSC22D4	8375
CHPT1	8376
SYCP1	8377
GPR182	8378
CDON	8379
DPY19L3	8380
IBTK	8381
ACRBP	8382
LRRC2	8383
TTI2	8384
ASXL2	8385
IGFBP1	8386
ARHGAP19	8387
MKRN2	8388
KRT26	8389
ITPRIP	8390
EGFL6	8391
HOXD12	8392
PEX14	8393
FAR2	8394
FAM189B	8395
LIMA1	8396
IFT27	8397
DEGS1	8398
KDELC1	8399
RAI14	8400
C9orf43	8401
PSMD5	8402
MTFMT	8403
GDF2	8404
ADPGK	8405
SLC9A4	8406
RHOU	8407
BFAR	8408
MARCH8	8409
CHURC1-FNTB	8410
THAP3	8411
CCDC93	8412
MYOZ2	8413
TMEM106B	8414
KIF4B	8415
BABAM1	8416
WDR61	8417
KRTAP10-2	8418
TMEM242	8419
GPR174	8420
RIN2	8421
ARHGEF25	8422
RPAIN	8423
ABHD3	8424
SLCO2B1	8425
TMEM55B	8426
CIDEA	8427
SMEK2	8428
CEACAM16	8429
SH2D2A	8430
DECR1	8431
ZCCHC2	8432
HVCN1	8433
BAZ2B	8434
CYB561	8435
CYC1	8436
OLA1	8437
ACOT9	8438
PSD2	8439
SERPINI1	8440
ZFYVE21	8441
MYEF2	8442
LDHC	8443
TRUB1	8444
GFAP	8445
CERS6	8446
RPA2	8447
OSGIN2	8448
CACNB2	8449
PSMB8	8450
KRT222	8451
COASY	8452
RBFA	8453
COL5A2	8454
SLC43A1	8455
KANK2	8456
ANKRD13A	8457
TRHR	8458
TMEM222	8459
GLTP	8460
SLC25A51	8461
TMED3	8462
SLC44A3	8463
NIPAL1	8464
CCDC91	8465
FAM172A	8466
DCLRE1A	8467
SNCB	8468
ABHD15	8469
TAF1A	8470
NUDT18	8471
ACOT8	8472
LRSAM1	8473
TMC3	8474
ZNF570	8475
SPSB3	8476
TMX4	8477
C2CD4A	8478
TMLHE	8479
EEF1D	8480
DPP4	8481
BROX	8482
DDX4	8483
PHACTR3	8484
NCOA3	8485
CHKA	8486
ANKRD49	8487
RACGAP1	8488
C7orf58	8489
PDLIM3	8490
SLC8A3	8491
GATS	8492
L2HGDH	8493
BIVM-ERCC5	8494
SPTLC1	8495
ATP6V1C1	8496
KIAA1967	8497
USP33	8498
STX10	8499
RNASEH1	8500
LPPR1	8501
KIAA1984	8502
TNFRSF10D	8503
TXLNG	8504
CDC45	8505
PFKFB4	8506
SOHLH2	8507
CTTN	8508
CBR3	8509
TARBP1	8510
GZMB	8511
C6orf72	8512
BLMH	8513
RTBDN	8514
ZNF449	8515
FAM208A	8516
SLC23A3	8517
C3orf64	8518
GABPB2	8519
DCST1	8520
BLNK	8521
PTPN13	8522
ST7L	8523
ACAN	8524
BCAT1	8525
PLEKHG4	8526
KATNB1	8527
TMOD4	8528
ORM1	8529
ZHX2	8530
MED30	8531
C1orf9	8532
PAICS	8533
FRMPD2	8534
C2orf48	8535
DMBX1	8536
CERKL	8537
NPEPL1	8538
CLCN1	8539
TIMP2	8540
TNFRSF12A	8541
BTBD8	8542
C19orf55	8543
BPGM	8544
SLC35A4	8545
MIDN	8546
MAMLD1	8547
ALX1	8548
SPHK1	8549
RALY	8550
LRRC23	8551
PHLDB2	8552
RNF219	8553
RTN4	8554
ICK	8555
PROCR	8556
ZNF366	8557
SOD2	8558
PIK3R3	8559
AZIN1	8560
FAM98A	8561
KCNIP3	8562
QSER1	8563
BIN2	8564
PIK3C2A	8565
CNPY2	8566
RPL13A	8567
SORD	8568
SLC5A8	8569
LIFR	8570
PAPD4	8571
CCND3	8572
LHX4	8573
AGRN	8574
TNFSF12-TNFSF13	8575
SEC16B	8576
RNF44	8577
CHP2	8578
LEPR	8579
PTK2B	8580
LRMP	8581
TSSC1	8582
ZFYVE26	8583
LSM4	8584
CCDC136	8585
PTPRD	8586
TRMT1L	8587
WDR78	8588
CDKAL1	8589
RFC1	8590
ID2	8591
CYP2R1	8592
OLFML3	8593
ALX3	8594
FAM53C	8595
SAAL1	8596
ATF6	8597
CDK14	8598
SMPD3	8599
WDR81	8600
LCMT1	8601
BBX	8602
PDE6C	8603
ZC3H8	8604
HEMK1	8605
ZFYVE28	8606
NECAB1	8607
HIF3A	8608
COQ9	8609
VRK3	8610
FAM20B	8611
DGCR6	8612
NUB1	8613
POLA2	8614
ZNF527	8615
ARMC3	8616
ARPP21	8617
DRD4	8618
SFTPC	8619
RBBP8	8620
NCF4	8621
FPR3	8622
ARFIP2	8623
KISS1R	8624
SERPINC1	8625
LAMP1	8626
SYNDIG1L	8627
RTP2	8628
ESM1	8629
CA6	8630
HS2ST1	8631
ZDHHC15	8632
TTC17	8633
ACTR5	8634
CDH23	8635
PRF1	8636
MARCH7	8637
RILP	8638
PTPRO	8639
COL5A3	8640
METTL7A	8641
CRHR2	8642
DHRS7B	8643
ZNF649	8644
ZNF277	8645
POP5	8646
ICA1L	8647
THOP1	8648
MRPL4	8649
SLC35F2	8650
HADH	8651
SGSH	8652
DCK	8653
ERCC3	8654
NANS	8655
TMED1	8656
MORN3	8657
NDRG2	8658
PTPN23	8659
FAM218A	8660
TRIM42	8661
PHRF1	8662
OR2L8	8663
EYA2	8664
BBS10	8665
CALCOCO2	8666
POLDIP3	8667
MYOM1	8668
CCDC73	8669
PABPC3	8670
RGAG1	8671
APOBEC4	8672
LAPTM4B	8673
CFH	8674
MIP	8675
AKAP5	8676
EPO	8677
SMG6	8678
HBM	8679
KRTCAP2	8680
TTC5	8681
NPAT	8682
PLCXD3	8683
PTPN5	8684
ZBTB6	8685
KPTN	8686
PRCC	8687
TOR1B	8688
KIF19	8689
C2orf78	8690
TACR2	8691
LIPF	8692
ARSH	8693
LMX1A	8694
CHRNA10	8695
ZFHX3	8696
GALK1	8697
WDR85	8698
MUC15	8699
STK32A	8700
NKAIN2	8701
HHATL	8702
SLC26A3	8703
LOC81691	8704
PABPC1L	8705
NID2	8706
FNBP1L	8707
RCHY1	8708
CHRNA2	8709
CLEC12B	8710
C18orf1	8711
CHKB	8712
HLTF	8713
ARHGEF10L	8714
GAB2	8715
NQO1	8716
MR1	8717
DNAJA1	8718
ATCAY	8719
PDGFB	8720
DAG1	8721
C17orf90	8722
C12orf49	8723
ADCK2	8724
GPX4	8725
USP4	8726
KIAA1432	8727
SERPINA12	8728
TNFRSF11B	8729
GPRC5B	8730
EIF2B4	8731
TTC26	8732
AIMP2	8733
COL21A1	8734
P4HB	8735
PPIH	8736
TNKS1BP1	8737
SIRT2	8738
BMS1	8739
OR5L1	8740
GCM2	8741
KCNMB2	8742
ARID3A	8743
INPP5E	8744
GMCL1	8745
ATP9B	8746
CYTL1	8747
CSDC2	8748
SUSD3	8749
FADS6	8750
POC1B	8751
KLHL1	8752
SCRN1	8753
SASS6	8754
SYT17	8755
SNX4	8756
EPHA8	8757
DNASE2B	8758
MAD2L1	8759
GLT25D2	8760
KLHDC8B	8761
KRTAP10-12	8762
CPXM1	8763
COG2	8764
PNLIP	8765
TMCC3	8766
FOXJ2	8767
CYP2E1	8768
PTAR1	8769
ZNF23	8770
CNTROB	8771
ZNF479	8772
VMO1	8773
ALOX15	8774
RPUSD2	8775
WIPF1	8776
B3GALNT1	8777
RAB4B	8778
SPNS2	8779
HPS6	8780
PACSIN3	8781
GPR119	8782
APOF	8783
CRISPLD1	8784
SLC25A33	8785
DNAJC1	8786
LTV1	8787
HSPB7	8788
GTF2H3	8789
NFE2L2	8790
TGDS	8791
SYNE1	8792
STAU2	8793
TCF12	8794
PTPRR	8795
ERRFI1	8796
HS3ST5	8797
PARP16	8798
ANP32B	8799
FBXO47	8800
MRPL49	8801
TEX13B	8802
B9D1	8803
CCDC18	8804
CCRL1	8805
B3GAT3	8806
DNAJC4	8807
SETDB2	8808
RNF144B	8809
ADAM12	8810
HIVEP1	8811
CCNG2	8812
C1orf64	8813
RNF13	8814
PER2	8815
KIAA0141	8816
RAD50	8817
PYGO1	8818
MPND	8819
FECH	8820
PISD	8821
ELP3	8822
METTL21D	8823
DLEC1	8824
NACA	8825
PRIM1	8826
MCM7	8827
ABLIM2	8828
GPT	8829
ALKBH1	8830
SLC37A1	8831
MPHOSPH10	8832
VSTM2L	8833
SUN2	8834
BAG3	8835
N4BP2	8836
C3orf26	8837
SLC25A20	8838
ECHDC2	8839
CRIP2	8840
RANGAP1	8841
CALCR	8842
TBC1D9B	8843
RSPO3	8844
PDCL3	8845
GFM2	8846
NANOS2	8847
EPB41L4B	8848
KCTD18	8849
CD22	8850
GSTCD	8851
HSCB	8852
SI	8853
GPR137B	8854
ORC1	8855
PSME1	8856
TRPT1	8857
HAUS1	8858
GDPD3	8859
ODC1	8860
PYCR1	8861
MBOAT7	8862
ZNF431	8863
RGS3	8864
BCL2L12	8865
SMTNL1	8866
RBPMS2	8867
SCMH1	8868
WTIP	8869
ZNF91	8870
GLRA1	8871
KIF18A	8872
HRC	8873
GSTM4	8874
XIAP	8875
PHTF1	8876
TAPBP	8877
BAAT	8878
ZSCAN20	8879
TSPAN3	8880
PLA2G2E	8881
PNPT1	8882
MRPL11	8883
DDX60L	8884
ITGB1BP2	8885
PNP	8886
SAMD5	8887
KLK1	8888
RFT1	8889
SHCBP1	8890
MITD1	8891
ERLEC1	8892
POLR3D	8893
MUT	8894
VEZT	8895
INO80E	8896
KRT2	8897
FRZB	8898
SOX30	8899
FAM82B	8900
MTERFD3	8901
C14orf102	8902
GRIK1	8903
LIAS	8904
TMCO3	8905
MASTL	8906
CDH15	8907
PGAM5	8908
JDP2	8909
TEX11	8910
HAUS4	8911
NLE1	8912
AQP5	8913
GLMN	8914
TBCK	8915
ZNF187	8916
SEC23IP	8917
DES	8918
RNF6	8919
ECT2L	8920
RHOH	8921
ZDHHC18	8922
CABP2	8923
GOSR2	8924
CD53	8925
TBC1D23	8926
C9orf142	8927
SLC6A12	8928
FAM48A	8929
OSTF1	8930
LRRC8E	8931
SLC39A4	8932
ZNF557	8933
UROD	8934
PCDHB7	8935
USP2	8936
SMC5	8937
METTL4	8938
ZFP41	8939
TFPI2	8940
ZBTB39	8941
CEP250	8942
C20orf4	8943
PADI6	8944
CLIC3	8945
TRIM13	8946
ANTXR1	8947
FAM131A	8948
ZNF582	8949
CNN1	8950
KIAA1737	8951
FGF5	8952
WBSCR27	8953
TMEM189	8954
SMYD2	8955
OFD1	8956
SYNPO2	8957
SIKE1	8958
WNT9B	8959
OR1N2	8960
CA3	8961
HIST3H2BB	8962
MPZL1	8963
NPC1	8964
ERBB2IP	8965
HIBADH	8966
SLMO1	8967
CCDC37	8968
CAPZA1	8969
ATP6AP1L	8970
CCDC22	8971
ZNF502	8972
CD226	8973
C1QTNF6	8974
UBTD1	8975
CDRT15	8976
TBCE	8977
NUDC	8978
ZNF18	8979
NAA11	8980
NPHP3	8981
MCM6	8982
DERL1	8983
UTP23	8984
RFWD3	8985
DDX24	8986
RRAS	8987
CD164	8988
ZMAT1	8989
CUTA	8990
FAM214B	8991
COL24A1	8992
DUPD1	8993
MGLL	8994
KREMEN1	8995
TRIP11	8996
FAM125B	8997
HSD17B6	8998
TAF15	8999
SMC4	9000
MED20	9001
RBM33	9002
PKP1	9003
ANKRD53	9004
F9	9005
ESYT2	9006
ARMC6	9007
GRN	9008
ZNF251	9009
CHSY1	9010
EIF2A	9011
LRRC37B	9012
MRPS2	9013
TSPYL2	9014
CBX2	9015
FGA	9016
CXXC11	9017
LPAR6	9018
WARS2	9019
F2RL3	9020
BSG	9021
RAI2	9022
SGCD	9023
HEG1	9024
CRBN	9025
PAAF1	9026
KCTD1	9027
UAP1L1	9028
KCTD17	9029
TMPRSS6	9030
HAVCR1	9031
ATXN3	9032
UPK3B	9033
NR1I3	9034
AGPHD1	9035
CNNM3	9036
FUCA2	9037
SORCS2	9038
KIF27	9039
PERP	9040
CTRL	9041
MFSD5	9042
YJEFN3	9043
ATG4D	9044
E2F4	9045
SLC25A13	9046
SEMA3C	9047
PEAK1	9048
MYLPF	9049
LENG9	9050
DUSP9	9051
SPPL2B	9052
PCDH12	9053
ALDH3A1	9054
NAP1L4	9055
NEDD8-MDP1	9056
MLC1	9057
EXOSC9	9058
TMEM53	9059
LRRC55	9060
STX16	9061
RPAP1	9062
GRSF1	9063
H3F3C	9064
ATG7	9065
TMEM64	9066
TPP1	9067
PHF3	9068
MGRN1	9069
FMO1	9070
CCNDBP1	9071
GALNT4	9072
GDAP2	9073
ZNHIT6	9074
HENMT1	9075
IFIT3	9076
RAD23B	9077
SLC7A10	9078
LHFPL2	9079
OSCAR	9080
HTATIP2	9081
TMEM81	9082
TMEM62	9083
AP5B1	9084
MYBL1	9085
PAM	9086
ZNF492	9087
MOAP1	9088
PGM1	9089
DHRS11	9090
OBP2B	9091
WAC	9092
RPS6KL1	9093
DHODH	9094
STX7	9095
TST	9096
IL18R1	9097
UBR7	9098
TBC1D26	9099
AIM1L	9100
FAM86A	9101
GTF3C5	9102
OSBPL1A	9103
FAM48B2	9104
NTRK1	9105
MAP2K3	9106
TM6SF1	9107
ARG1	9108
RHOT2	9109
CLEC2L	9110
TBX15	9111
GHITM	9112
PSMG2	9113
SGPL1	9114
CLDN25	9115
MOGAT3	9116
GPR133	9117
SPZ1	9118
SEP15	9119
TOR1AIP2	9120
GCNT1	9121
TFIP11	9122
ZNF3	9123
KIAA1407	9124
SLFN12	9125
KIAA0947	9126
NUP188	9127
SNRNP35	9128
CD151	9129
OR6B3	9130
SLC17A5	9131
SKA3	9132
ADCK4	9133
ZNF772	9134
COLEC12	9135
EPHX4	9136
ANXA6	9137
ETV2	9138
GNL3L	9139
ARHGAP29	9140
CYB5R4	9141
C2orf68	9142
RDH5	9143
ALDH1A1	9144
C3orf15	9145
RRN3	9146
RFTN1	9147
OPTN	9148
RG9MTD2	9149
HMGCLL1	9150
TAB1	9151
NAA60	9152
CCDC88B	9153
BFSP1	9154
NCR1	9155
LAX1	9156
ZNF211	9157
METTL1	9158
STC2	9159
ARL6IP6	9160
CLTCL1	9161
ZNF669	9162
HIST1H4F	9163
C11orf45	9164
FBXO6	9165
RDH8	9166
CAPN7	9167
C12orf29	9168
ZNF808	9169
MZT2B	9170
GNAT3	9171
YKT6	9172
C20orf96	9173
HLA-DOB	9174
SCCPDH	9175
OR11A1	9176
DEPDC1	9177
OR2G2	9178
PSMG3	9179
OR2B2	9180
PRC1	9181
SSR3	9182
ALDH6A1	9183
OR2A12	9184
MERTK	9185
CCDC71	9186
LPO	9187
LSR	9188
MMADHC	9189
CRX	9190
ZNF576	9191
DHDDS	9192
FAM194A	9193
UHRF1BP1	9194
PITRM1	9195
ERGIC2	9196
LEPREL1	9197
CX3CL1	9198
SOLH	9199
RIMBP2	9200
TMEM98	9201
HNF4G	9202
APBB3	9203
SUN5	9204
PCSK4	9205
CLNS1A	9206
ATG16L2	9207
CCDC56	9208
NASP	9209
PARP12	9210
VPS37B	9211
BORA	9212
IFT57	9213
RPL14	9214
MAGEA1	9215
PNLIPRP3	9216
PLBD1	9217
CXCR6	9218
SOGA1	9219
ZNF142	9220
SESN1	9221
RHAG	9222
DRD3	9223
ZNF264	9224
ZNF674	9225
SLC10A7	9226
C2orf62	9227
CD99	9228
MICU1	9229
CASQ1	9230
PARN	9231
GRXCR1	9232
MUM1L1	9233
TMEM150B	9234
BASP1	9235
THBS4	9236
ACRV1	9237
KRTAP10-10	9238
RAB25	9239
EFNA1	9240
ADAM21	9241
CASP6	9242
SLC27A3	9243
RABEP1	9244
NFX1	9245
SAMD1	9246
MFSD7	9247
ULBP2	9248
TMEM106A	9249
C4BPB	9250
DLAT	9251
POFUT1	9252
TM6SF2	9253
DVL1	9254
TNFRSF10B	9255
SLAIN1	9256
PRSS48	9257
DPP7	9258
SNTA1	9259
WDR18	9260
DNAJB6	9261
SLC27A5	9262
ST8SIA2	9263
KLF3	9264
OR6V1	9265
C17orf75	9266
DOC2A	9267
CACNA2D4	9268
USP25	9269
SNX2	9270
CLDND2	9271
ADAMTS12	9272
NEFH	9273
CRYM	9274
USP6NL	9275
COMMD1	9276
TCEA3	9277
PPP4R2	9278
C4orf22	9279
PTPRCAP	9280
DMBT1	9281
F13A1	9282
TTK	9283
COMTD1	9284
BARX2	9285
NIPAL2	9286
RAB5A	9287
CMTM2	9288
CYP2J2	9289
BLM	9290
TYW1	9291
C10orf11	9292
TNNT2	9293
MYO1G	9294
GPR160	9295
METRNL	9296
CEND1	9297
PROP1	9298
MUC21	9299
NPFFR1	9300
PCGF6	9301
DNAJC3	9302
ZNF579	9303
ZNF233	9304
IL4R	9305
PRUNE2	9306
SGTB	9307
TMC5	9308
DMRTB1	9309
SUOX	9310
MNAT1	9311
GMPR2	9312
RAPH1	9313
MOGAT2	9314
CCNYL1	9315
WHAMM	9316
COQ5	9317
ETAA1	9318
GORASP2	9319
KRT7	9320
STX4	9321
AWAT1	9322
TMEM200B	9323
TJAP1	9324
CABS1	9325
MFAP3L	9326
ZNF45	9327
MB21D1	9328
ORC4	9329
SLFN11	9330
KRT83	9331
LRP12	9332
APOBEC3F	9333
COQ3	9334
INHA	9335
RAMP3	9336
ASTE1	9337
APPL2	9338
CCDC97	9339
GLI1	9340
EMID1	9341
FLAD1	9342
UNC45B	9343
ZNF511	9344
TESC	9345
TRAF3IP3	9346
EPS8L2	9347
PREB	9348
PVRL3	9349
LRRC30	9350
C12orf52	9351
OR1J1	9352
PSIP1	9353
CLDN1	9354
CD68	9355
RIMKLA	9356
HERC6	9357
ZNF193	9358
CLUL1	9359
BAD	9360
BIRC7	9361
PIAS3	9362
TMEM130	9363
RIPK3	9364
OXA1L	9365
ARMCX5	9366
ANKRD2	9367
DPPA2	9368
TFAP2E	9369
GINS1	9370
TWISTNB	9371
MRVI1	9372
ZP1	9373
LILRA4	9374
LGALS3	9375
GBE1	9376
OVOL2	9377
TAAR9	9378
GPR124	9379
OVCH1	9380
DYNC1LI1	9381
ENTPD6	9382
ZNF257	9383
ZNF548	9384
PRAMEF4	9385
CCDC40	9386
SSB	9387
ZNF70	9388
B3GNT8	9389
C1QTNF9	9390
NSFL1C	9391
EHBP1L1	9392
OR10AG1	9393
PSMB2	9394
ERMN	9395
URB2	9396
C2orf53	9397
FAM135B	9398
KCNK16	9399
EEA1	9400
TCTN2	9401
GATC	9402
SPG7	9403
CHAD	9404
GSN	9405
FAM160A2	9406
MPDU1	9407
LNPEP	9408
GCFC2	9409
HMP19	9410
CNTD1	9411
VPS54	9412
AKAP4	9413
C1orf187	9414
PAPOLB	9415
CFHR3	9416
HTR1D	9417
CCDC17	9418
ELP4	9419
TMEM204	9420
ANKRD16	9421
IFT81	9422
LRIF1	9423
SLC6A20	9424
EDEM3	9425
C19orf52	9426
BAK1	9427
CTSL2	9428
USP42	9429
GJD4	9430
TMEM42	9431
GPR56	9432
CD47	9433
NFATC3	9434
FAM123C	9435
AARS	9436
DPPA3	9437
FOXRED2	9438
GYG2	9439
SLC35A5	9440
ALOXE3	9441
FBXW4	9442
PRR3	9443
ECHS1	9444
SPOCK1	9445
RASEF	9446
SP7	9447
PSMB9	9448
AAAS	9449
UQCRFS1	9450
MKI67IP	9451
ALAS2	9452
DCLK3	9453
TMEM45B	9454
DCAF11	9455
PHF11	9456
BRS3	9457
CLDN23	9458
ZRANB3	9459
SLC25A21	9460
TOB1	9461
GLE1	9462
TTC14	9463
EXT2	9464
KIAA1191	9465
COQ10A	9466
TOMM34	9467
CD200	9468
EBPL	9469
DKK2	9470
ANKRD32	9471
ALPK1	9472
ANKRD7	9473
PI4K2B	9474
ARFIP1	9475
GPC3	9476
CD9	9477
CIAPIN1	9478
PDXK	9479
ATP7B	9480
CSRNP1	9481
BTN2A2	9482
GLIPR1L2	9483
ZNF747	9484
ABCB10	9485
SLAMF1	9486
EPSTI1	9487
MEP1B	9488
IFIT2	9489
A1BG	9490
ESAM	9491
OR13G1	9492
H1FOO	9493
CFLAR	9494
MRPS9	9495
SLC38A6	9496
PION	9497
RPE	9498
C1orf131	9499
TSHZ1	9500
TRAPPC2L	9501
IFNAR1	9502
LGALS1	9503
KRTAP5-3	9504
SERAC1	9505
FAM40B	9506
PCCA	9507
SMTNL2	9508
ZP3	9509
CCDC30	9510
SGIP1	9511
PI15	9512
ERCC1	9513
ADAP2	9514
RASGEF1B	9515
FAM129B	9516
PPP1R1B	9517
FOXI1	9518
OR9A4	9519
MYO3B	9520
GLDN	9521
PPP1R3B	9522
L3MBTL1	9523
BSDC1	9524
WBP2NL	9525
CCRN4L	9526
SLC15A2	9527
KIAA0513	9528
PMPCA	9529
PROSER1	9530
AP1AR	9531
OR5AC2	9532
CMTM1	9533
REXO4	9534
MPV17L2	9535
LDB3	9536
BRI3BP	9537
KIAA0391	9538
HADHA	9539
FANCC	9540
CDHR2	9541
DRGX	9542
ACO1	9543
IGHMBP2	9544
KY	9545
FAM193B	9546
IPMK	9547
AKR1B1	9548
PCOLCE	9549
HOMER3	9550
SLITRK6	9551
C20orf27	9552
DIEXF	9553
TRIP6	9554
FSTL4	9555
DLK2	9556
ZC3H18	9557
FKBP10	9558
BMP10	9559
SAMD10	9560
PHACTR4	9561
PKD2	9562
TMEM182	9563
FBXO30	9564
C1orf51	9565
TMC8	9566
KIAA1804	9567
IGBP1	9568
PES1	9569
THPO	9570
PARD6B	9571
TMEM38A	9572
CD83	9573
ZNF569	9574
ASXL1	9575
SH2D7	9576
RPA4	9577
PKMYT1	9578
OR8G2	9579
MVK	9580
CTH	9581
COQ7	9582
COMMD4	9583
SRPX2	9584
LRIG2	9585
HADHB	9586
MADCAM1	9587
BSCL2	9588
SSPN	9589
HELB	9590
CAV2	9591
ADORA3	9592
FAIM3	9593
CCPG1	9594
TPGS2	9595
RAET1L	9596
MAGEB16	9597
SLC25A46	9598
GART	9599
ZNF513	9600
UBAP1	9601
STK17A	9602
SPN	9603
RCBTB1	9604
SH2D4B	9605
PCDHB12	9606
IFT122	9607
ANKRD45	9608
GET4	9609
GPN2	9610
NAP1L5	9611
TMTC4	9612
KRT28	9613
ARHGAP12	9614
APIP	9615
ASTL	9616
ASTN2	9617
FAM3B	9618
CSAD	9619
NKD1	9620
WDR45L	9621
UBE2J1	9622
CST6	9623
NEDD4	9624
DTX3L	9625
ZNF114	9626
COL8A1	9627
STX18	9628
SV2B	9629
ABCB11	9630
TAGLN2	9631
MYO9A	9632
SNX9	9633
LHFPL5	9634
SDCBP2	9635
SLC5A4	9636
PNMAL1	9637
TRIM50	9638
FAM176C	9639
MYBPC3	9640
FIGF	9641
ABHD10	9642
EMR3	9643
PRSS50	9644
C1RL	9645
TROAP	9646
TAF7	9647
EIF2B3	9648
CNGB1	9649
MYL2	9650
ZNF691	9651
SECTM1	9652
GPATCH2	9653
CPXM2	9654
SNX1	9655
SREBF2	9656
SLC35B4	9657
CD300C	9658
DMRT3	9659
WNT10A	9660
CNTN4	9661
GSDMD	9662
LIPK	9663
PDCD2	9664
JAGN1	9665
C3orf18	9666
STARD3	9667
TARSL2	9668
DVL2	9669
ZNF558	9670
ERCC5	9671
TMEM215	9672
MTAP	9673
FAM159A	9674
FZD6	9675
C22orf29	9676
ARSG	9677
BEND6	9678
TCF7	9679
IL17RA	9680
AADACL3	9681
SPERT	9682
STARD13	9683
UBL7	9684
SNCG	9685
CCDC169-SOHLH2	9686
CCNE2	9687
BOD1L1	9688
PTCHD3	9689
ITGA9	9690
HFM1	9691
NUDT5	9692
SCFD1	9693
NAPG	9694
ABHD14B	9695
COL11A1	9696
CA10	9697
CYBASC3	9698
SPRYD7	9699
CATSPERD	9700
BCDIN3D	9701
RLN3	9702
ZNF76	9703
ZNF609	9704
LIN28A	9705
AKAP9	9706
ARNTL2	9707
KRTAP5-10	9708
XRCC6BP1	9709
ARGFX	9710
DNAJB1	9711
FPGT	9712
BRCA2	9713
SUSD1	9714
OR52B6	9715
ACAT1	9716
DDX56	9717
TAF7L	9718
ZNF283	9719
CYP19A1	9720
SPIRE2	9721
SLC39A2	9722
CRP	9723
FPR1	9724
LARP1B	9725
CCIN	9726
F5	9727
HNMT	9728
PDE9A	9729
ARSI	9730
C11orf71	9731
ERAP1	9732
PYROXD2	9733
C15orf2	9734
CDR2	9735
UNC13C	9736
PMVK	9737
C20orf26	9738
MOB3A	9739
ZNF320	9740
PKP4	9741
KIAA1383	9742
PTGR2	9743
FKBP15	9744
GM2A	9745
RBM44	9746
TSPAN17	9747
EPB41	9748
TSPYL6	9749
C2orf44	9750
MAGEB1	9751
GAK	9752
PLCZ1	9753
BEND4	9754
ZNF337	9755
AGL	9756
ITGAV	9757
BMP3	9758
NMNAT1	9759
POU6F2	9760
ZNF75D	9761
DAD1	9762
TMEM135	9763
C10orf54	9764
ALG3	9765
TTC9C	9766
CD72	9767
RFPL1	9768
TRIML2	9769
HTR3B	9770
ADAMTS9	9771
RNF126	9772
FBP2	9773
GPR155	9774
PPP2R1B	9775
ST6GAL1	9776
C3orf23	9777
C7orf45	9778
PRELP	9779
PPIC	9780
GP1BA	9781
ARHGAP32	9782
OR1A1	9783
OR2B11	9784
FER	9785
ZCWPW1	9786
ARHGAP30	9787
GTF2F1	9788
OR8D4	9789
ZNF185	9790
C7orf10	9791
COMMD5	9792
CXorf22	9793
DSC1	9794
OR5H6	9795
TXK	9796
C17orf81	9797
NUDT17	9798
ATE1	9799
RNF122	9800
ECE2	9801
GC	9802
OR10G9	9803
OSGEP	9804
HSPB8	9805
RNF17	9806
OR8B2	9807
JRKL	9808
CCDC137	9809
CDKN1B	9810
MRPS23	9811
ZNF330	9812
JKAMP	9813
VPS53	9814
IL13RA2	9815
C17orf78	9816
MXRA5	9817
AGXT2L2	9818
CAST	9819
CCDC107	9820
CYP11B2	9821
AASS	9822
CEP41	9823
TBPL2	9824
PAQR7	9825
NEK7	9826
WBP2	9827
OR2L3	9828
CAMLG	9829
METTL24	9830
EFHA2	9831
TRIB1	9832
ACAD11	9833
SH3BGR	9834
PVR	9835
MAP7D3	9836
ERCC6L2	9837
OR14C36	9838
INPP5F	9839
SLC47A2	9840
RAET1E	9841
PGM3	9842
TNRC6A	9843
SYCP2	9844
SLC37A2	9845
AUH	9846
EIF2B5	9847
MAPRE1	9848
RMND1	9849
KRR1	9850
IL4	9851
RPS6KC1	9852
UGT1A5	9853
ELL3	9854
TDRD7	9855
MRPL46	9856
TSSK4	9857
SSTR2	9858
TNFSF14	9859
FHL3	9860
SGOL1	9861
TAT	9862
CCDC27	9863
SLC26A5	9864
IRF3	9865
MBTPS2	9866
ZNF398	9867
ZNF174	9868
FOXN4	9869
NTN5	9870
VIPR1	9871
SMPD1	9872
CTSH	9873
DUSP2	9874
TBX19	9875
DCUN1D4	9876
PLG	9877
EXD2	9878
PPHLN1	9879
